anime_id,title,episodes,score,popularity,rank,studio_toei_animation,studio_sunrise,studio_j.c.staff,studio_madhouse,studio_tms_entertainment,studio_production_i.g,studio_studio_deen,studio_pierrot,studio_olm,studio_shin-ei_animation,studio_a-1_pictures,studio_nippon_animation,studio_aic,studio_dle,studio_tatsunoko_production
77,Mahou Shoujo Lyrical Nanoha A's,13.0,8.0,"Top 5,000","Top 1,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
79,Shuffle!,24.0,7.0,"Top 1,000","Top 5,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
80,Kidou Senshi Gundam,43.0,8.0,"Top 5,000","Top 5,000",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
81,Kidou Senshi Gundam: Dai 08 MS Shoutai,12.0,8.0,"Top 5,000","Top 1,000",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
82,Kidou Senshi Gundam 0080: Pocket no Naka no Sensou,6.0,8.0,"Top 5,000","Top 1,000",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
83,Kidou Senshi Gundam: Dai 08 MS Shoutai - Miller's Report,1.0,7.0,"Top 7,500","Top 7,500",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
84,Kidou Senshi Gundam 0083: Stardust Memory,13.0,7.0,"Top 5,000","Top 5,000",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
85,Kidou Senshi Zeta Gundam,50.0,8.0,"Top 5,000","Top 1,000",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
86,Kidou Senshi Gundam ZZ,47.0,7.0,"Top 5,000","Top 7,500",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
87,Kidou Senshi Gundam: Gyakushuu no Char,1.0,8.0,"Top 5,000","Top 5,000",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
88,Kidou Senshi Gundam F91,1.0,7.0,"Top 5,000","Top 7,500",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
89,Kidou Senshi Victory Gundam,51.0,7.0,"Top 5,000","Top 7,500",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
90,Shin Kidou Senki Gundam Wing,49.0,8.0,"Top 5,000","Top 5,000",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
91,Shin Kidou Senki Gundam Wing: Endless Waltz,3.0,8.0,"Top 5,000","Top 5,000",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
92,Kidou Shinseiki Gundam X,39.0,7.0,"Top 5,000","Top 5,000",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
93,Kidou Senshi Gundam SEED,50.0,8.0,"Top 5,000","Top 5,000",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
94,Kidou Senshi Gundam SEED Destiny,50.0,7.0,"Top 5,000","Top 5,000",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
95,Turn A Gundam,50.0,8.0,"Top 5,000","Top 1,000",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
96,Kidou Butouden G Gundam,49.0,8.0,"Top 5,000","Top 5,000",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
97,Last Exile,26.0,8.0,"Top 5,000","Top 5,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
98,Mai-HiME,26.0,7.0,"Top 5,000","Top 5,000",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
99,Mai-Otome,26.0,7.0,"Top 5,000","Top 5,000",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
100,Shin Shirayuki-hime Densetsu Prétear,13.0,7.0,"Top 5,000","Top 5,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
101,Air,12.0,7.0,"Top 1,000","Top 5,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
102,Aishiteruze Baby★★,26.0,7.0,"Top 5,000","Top 5,000",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
103,Akazukin Chacha,74.0,8.0,"Top 7,500","Top 5,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
104,Ayashi no Ceres,24.0,7.0,"Top 5,000","Top 5,000",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
105,Boys Be...,13.0,6.0,"Top 5,000","Top 10,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
106,Hana yori Dango,51.0,8.0,"Top 5,000","Top 5,000",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
107,Ou Dorobou Jing,13.0,7.0,"Top 5,000","Top 5,000",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
108,Ou Dorobou Jing in Seventh Heaven,3.0,7.0,"Top 7,500","Top 5,000",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
109,Bakuretsu Tenshi,24.0,7.0,"Top 5,000","Top 7,500",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
110,Chuuka Ichiban!,52.0,8.0,"Top 5,000","Top 5,000",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
111,Corrector Yui,52.0,7.0,"Top 7,500","Top 5,000",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
112,Chou Henshin Cosprayers,8.0,5.0,"Top 7,500","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
113,Uchuu no Stellvia,26.0,7.0,"Top 5,000","Top 5,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
114,Sakigake!! Cromartie Koukou,26.0,8.0,"Top 5,000","Top 1,000",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
115,Ijigen no Sekai El-Hazard,13.0,7.0,"Top 7,500","Top 7,500",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
116,Shinpi no Sekai El-Hazard (TV),26.0,7.0,"Top 7,500","Top 5,000",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
117,Shinpi no Sekai El-Hazard,7.0,7.0,"Top 5,000","Top 5,000",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
118,Shinpi no Sekai El-Hazard Season 2,4.0,7.0,"Top 7,500","Top 7,500",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
119,Final Approach,13.0,7.0,"Top 5,000","Top 7,500",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
120,Fruits Basket,26.0,8.0,Top 500,"Top 5,000",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
121,Fullmetal Alchemist,51.0,8.0,Top 100,Top 500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
122,Full Moon wo Sagashite,52.0,8.0,"Top 5,000","Top 1,000",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
123,Fushigi Yuugi,52.0,8.0,"Top 5,000","Top 5,000",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
124,Fushigi Yuugi: Eikouden,4.0,7.0,"Top 7,500","Top 7,500",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
125,Futakoi,13.0,6.0,"Top 5,000","Top 7,500",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
126,Futakoi Alternative,13.0,7.0,"Top 5,000","Top 7,500",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
127,Gate Keepers,24.0,7.0,"Top 5,000","Top 5,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
128,Gate Keepers 21,6.0,7.0,"Top 7,500","Top 7,500",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
129,Gensoumaden Saiyuuki,50.0,8.0,"Top 5,000","Top 5,000",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
130,Saiyuuki Reload,25.0,7.0,"Top 5,000","Top 5,000",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
131,Saiyuuki Reload Gunlock,26.0,7.0,"Top 5,000","Top 5,000",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
132,GetBackers,49.0,8.0,"Top 5,000","Top 5,000",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
133,Green Green,12.0,6.0,"Top 5,000","Top 10,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
134,Gunslinger Girl,13.0,7.0,"Top 5,000","Top 5,000",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
135,Hikaru no Go,75.0,8.0,"Top 5,000","Top 1,000",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
136,Hunter x Hunter,62.0,8.0,Top 500,Top 500,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
137,Hunter x Hunter: Original Video Animation,8.0,8.0,"Top 5,000",Top 500,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
138,Hunter x Hunter: Greed Island,8.0,8.0,"Top 5,000",Top 500,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
139,Hunter x Hunter: Greed Island Final,14.0,8.0,"Top 5,000",Top 500,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
141,Jinki:Extend,12.0,6.0,"Top 7,500","Top 10,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
142,Kamikaze Kaitou Jeanne,44.0,7.0,"Top 5,000","Top 5,000",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
143,Kannazuki no Miko,12.0,7.0,"Top 5,000","Top 7,500",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
144,Kanon,13.0,7.0,"Top 5,000","Top 5,000",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
145,Kareshi Kanojo no Jijou,26.0,8.0,"Top 5,000","Top 5,000",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
146,Kono Minikuku mo Utsukushii Sekai,12.0,7.0,"Top 5,000","Top 7,500",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
147,Kimi ga Nozomu Eien,14.0,7.0,"Top 5,000","Top 5,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
148,Kita e.: Diamond Dust Drops,12.0,7.0,"Top 7,500","Top 7,500",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
149,Loveless,12.0,7.0,"Top 5,000","Top 7,500",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
150,Blood+,50.0,8.0,"Top 1,000","Top 5,000",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
151,Re: Cutie Honey,3.0,7.0,"Top 5,000","Top 5,000",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
152,Solty Rei,24.0,7.0,"Top 5,000","Top 5,000",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
153,Juuni Kokuki,45.0,8.0,"Top 5,000","Top 1,000",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
154,Shaman King,64.0,8.0,"Top 1,000","Top 5,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
155,X/1999,1.0,7.0,"Top 5,000","Top 7,500",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
156,X,24.0,7.0,"Top 5,000","Top 5,000",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
157,Mahou Sensei Negima!,26.0,7.0,"Top 5,000","Top 5,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
158,Maria-sama ga Miteru,13.0,7.0,"Top 5,000","Top 5,000",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
159,Boukyaku no Senritsu,24.0,6.0,"Top 5,000","Top 10,000",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
160,"Ima, Soko ni Iru Boku",13.0,8.0,"Top 5,000","Top 5,000",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
161,Peace Maker Kurogane,24.0,7.0,"Top 5,000","Top 5,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
162,Pita Ten,26.0,7.0,"Top 5,000","Top 5,000",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
163,Power Stone,26.0,7.0,"Top 7,500","Top 7,500",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
164,Mononoke Hime,1.0,9.0,Top 500,Top 100,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
165,RahXephon,26.0,7.0,"Top 5,000","Top 5,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
166,Samurai 7,26.0,7.0,"Top 5,000","Top 5,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
167,Scrapped Princess,24.0,7.0,"Top 5,000","Top 5,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
168,s.CRY.ed,26.0,7.0,"Top 5,000","Top 5,000",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
169,Shingetsutan Tsukihime,12.0,7.0,"Top 5,000","Top 7,500",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
170,Slam Dunk,101.0,9.0,"Top 1,000",Top 500,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
171,Strange Dawn,13.0,7.0,"Top 10,000","Top 7,500",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
173,Tactics,25.0,7.0,"Top 5,000","Top 5,000",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
174,Tenjou Tenge,24.0,7.0,"Top 5,000","Top 7,500",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
175,Tokyo Underground,26.0,7.0,"Top 5,000","Top 7,500",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
176,Triangle Heart: Sweet Songs Forever,4.0,6.0,"Top 7,500","Top 10,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
177,Tsubasa Chronicle,26.0,8.0,"Top 5,000","Top 5,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
178,Ultra Maniac,26.0,7.0,"Top 5,000","Top 5,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
179,Ultra Maniac OVA,1.0,7.0,"Top 10,000","Top 7,500",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
180,Vandread,13.0,7.0,"Top 5,000","Top 5,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
181,Vandread: The Second Stage,13.0,7.0,"Top 5,000","Top 5,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
182,Tenkuu no Escaflowne,26.0,8.0,"Top 5,000","Top 5,000",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
183,Whistle!,39.0,7.0,"Top 7,500","Top 5,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
184,Xenosaga The Animation,12.0,6.0,"Top 5,000","Top 10,000",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
185,Initial D First Stage,26.0,8.0,"Top 1,000",Top 500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
186,Initial D Second Stage,13.0,8.0,"Top 5,000",Top 500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
187,Initial D Third Stage,1.0,8.0,"Top 5,000","Top 1,000",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
188,Gosenzo San'e,4.0,6.0,"Top 10,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
189,Love Hina,24.0,7.0,"Top 1,000","Top 5,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
190,Love Hina Again,3.0,7.0,"Top 5,000","Top 5,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
191,Love Hina Christmas Special: Silent Eve,1.0,7.0,"Top 5,000","Top 5,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
192,Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,1.0,7.0,"Top 5,000","Top 5,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
193,Maburaho,24.0,7.0,"Top 5,000","Top 7,500",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
194,Macross Zero,5.0,8.0,"Top 5,000","Top 5,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
195,Onegai☆Teacher,12.0,7.0,"Top 5,000","Top 5,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
196,Onegai☆Twins,12.0,7.0,"Top 5,000","Top 7,500",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
197,Rizelmine,24.0,7.0,"Top 5,000","Top 7,500",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
198,Speed Grapher,24.0,7.0,"Top 5,000","Top 5,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
199,Sen to Chihiro no Kamikakushi,1.0,9.0,Top 100,Top 100,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
200,Tenshi na Konamaiki,50.0,7.0,"Top 5,000","Top 5,000",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
201,Video Girl Ai,6.0,7.0,"Top 5,000","Top 5,000",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
202,Wolf's Rain,26.0,8.0,"Top 1,000","Top 5,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
203,Words Worth,5.0,7.0,"Top 7,500","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
204,Yumeria,12.0,6.0,"Top 5,000","Top 10,000",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
205,Samurai Champloo,26.0,9.0,Top 500,Top 500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
206,Lodoss-tou Senki: Eiyuu Kishi Den,27.0,7.0,"Top 5,000","Top 5,000",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
207,Lodoss-tou Senki,13.0,7.0,"Top 5,000","Top 5,000",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
208,R.O.D: Read or Die,3.0,8.0,"Top 5,000","Top 5,000",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
209,R.O.D: The TV,26.0,8.0,"Top 5,000","Top 5,000",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
210,Ranma ½,161.0,8.0,"Top 1,000","Top 5,000",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
211,Pure Mail,2.0,6.0,"Top 10,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
212,Project A-Ko,1.0,7.0,"Top 5,000","Top 5,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
213,Pia Carrot e Youkoso!!,3.0,6.0,"Top 10,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
214,Pia Carrot e Youkoso!! 2,3.0,6.0,"Top 25,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215,Pia Carrot e Youkoso!! 2 DX,6.0,6.0,"Top 25,000","Top 7,500",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
216,Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari,1.0,6.0,"Top 10,000","Top 10,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
217,Shin Angel,5.0,6.0,"Top 10,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
218,Kidou Senkan Nadesico,26.0,8.0,"Top 5,000","Top 5,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
219,Kidou Senkan Nadesico: The Prince of Darkness,1.0,7.0,"Top 7,500","Top 7,500",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
220,Kuro no Danshou,4.0,6.0,"Top 10,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
221,Mezzo Forte,2.0,7.0,"Top 5,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
222,Mezzo DSA,13.0,7.0,"Top 5,000","Top 7,500",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
223,Dragon Ball,153.0,8.0,Top 500,"Top 1,000",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
225,Dragon Ball GT,64.0,6.0,Top 500,"Top 7,500",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
226,Elfen Lied,13.0,7.0,Top 100,"Top 5,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
227,FLCL,6.0,8.0,Top 500,"Top 1,000",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
228,Jigoku Shoujo,26.0,8.0,"Top 1,000","Top 5,000",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
